"1990- 1994","1995- 1999","2000- 2004","2005- 2009","2010- 2014","2015- 2019"
"79.2 (79.2, 79.3)","79.5 (79.5, 79.6)","79.9 (79.9, 79.9)","80.9 (80.9, 80.9)","81.6 (81.6, 81.6)","81.7 (81.7, 81.7)"
