"1990- 1994","1995- 1999","2000- 2004","2005- 2009","2010- 2014","2015- 2019"
"72.3 (72.3, 72.3)","73.6 (73.6, 73.6)","74.7 (74.7, 74.7)","75.8 (75.8, 75.8)","76.8 (76.8, 76.8)","76.7 (76.7, 76.7)"
